,Rating,Title,Review,Review_Date
59,4.0,Budget friendly Oneplus Series,"The media could not be loaded.
                



 Camera not upto the mark but according to the price it was good..Design and lookwise it was Awesome..Charging super fast but battery backup low",27 February 2022
60,1.0,Not user-friendly mobile .,"So many option are either missing or not user-friendly.like back button or app switching option are very hard to use.camera quality is good.little bit mobile started hanging in 2  days even have not loaded with apps.very good thing is battery charging,it's takes hardly 30 minutes to 100% charged.so 25k price is very costly.it is 15k quality mobile.overall feeling like Chinese quality mobile compare to others.",2 March 2022
61,5.0,Just Go for it ..,Looks beautiful in blue lady ..Love it performance features slimmest and good battery pack with fast charge ..Feels good one plus ....❤️✅,25 February 2022
62,5.0,after using 1 week,"The media could not be loaded.
                



 awesome 😎 only want latest Android",26 March 2022
63,1.0,Camera Quality is too poor,Camera Quality is too poor.. Feels like taking pictures in some local brand of China mobile .. didn't expected from OnePlus Brand ..Total waste cameraplease don't buy mates this phone,26 February 2022
64,5.0,Superb charging very good phone,Totally satisfied with the phone and this is my first from one plus. Wat else u want in 25k... A neuclear bomb?🤣👍,26 February 2022
65,3.0,Not upto the mark and lots of bugs,"It's just a Android phone with OnePlus branding. It came with lots of bugs. Camera also average not like anyone can expect from a OnePlus phone.Indisplay fingerprint and face lock are not fast as other brand phones.Charging is fast, but if you use a little bit while charging the speed will reduce automatically to 50watts. Only charging while phone switched off will give you proper speed.I have attached one screenshot, see in that screenshot it is showing in notification that charging is complete but in the top battery indicator it is showing 82%. Like this many other bugs are there. Hope OnePlus will eliminate all such bugs in next update as it comes with a old Android version 11 and latest is Android 12. It's just one weeks of usage and there's a lot of issues don't know where to report.Thanks for reading. This is my honest review on this device.",29 April 2022
66,1.0,Not Even starting up!,Reached out to customer service but i will have to wait 2 more days before a technician visits and checks. Though i clearly showed that the phone is not starting and also the reset did not work and the phone is still not able to boot. Great.Edit: Replaced but delivery executive told this is the most returned product. So definitely there are issues. Lets see till when does this replacement works. First ever return in around 5-8 Phone from different company. One plus needs to step up or its same as getting any vivo/oppo/mi. Increasing couple of stars.Hail Apple! #makeappleinindia,18 April 2022
67,1.0,Wasted!!!,Camera is not good at all. Alot of bugs browser does not seem to be functioning correctly.Touch is too sentitive. Does not look like 64 mexapixel photo battery back up not good.. does not charge in 30 mins .it takes more than an hour. Camera looks awful it's too big .To sum it up I have wasted my money,7 March 2022
68,4.0,Battery life is low,"1. Camera is outstanding. Macro,wide angle and normal. All are up to the mark.2. With 65W super vooc charger in 20 mins charge goes from 43 to 100.3. But battery life is low. I was just editing a normal video and charge went from 100 to 84 within an hour.4. Heating up issues not severe.5. Use a phone case from the very first day as there will fall quite a lot of fingerprints on the phone back6. Liked the rear camera placement and looks of the phone.",3 March 2022
69,5.0,Excellent,,16 March 2022
70,5.0,Absolutely Fantastic Phone,"Here are some important points that I noticed about the smartphone :1. Best Operating system after iPhone so you and ur data is safe. Those who do all their banking transactions through mobile, understand it's need. Plus 3 years security update. That's really great thing.2. Camera is good enough. Sharp and zoom is really good.3. AMOLED display is amazing. Difference noticed while watching movies on Amazon Prime, Netflix etc. It's super.4. No DTS however phone sound is quite loud. Can take calls on loudspeaker without any issue.5. No complaint in speed. I don't play games however tried and it did not disappoint me.6. No heating issue. Heats little bit while charging and it's obvious as it's 120 W, I believe. Charges mobile to 40% in just 10-15 minutes...7. 2 years warranty. Seems like company is pretty sure, it won't brake down.Conclusion: at this cost getting best OS and happy with that. Rest are not so important for me however phone did well on all areas.I am thankful to the seller for providing me the phone in best condition and I thank Amazon for free and fast delivery.",16 June 2022
71,3.0,I No like this 🤣 phone,No good battery backup,27 February 2022
72,5.0,It suprised me ;the best out there,Not just the fast charging that's impressive the battery backup is impressive too! The camera does so good ' the rear camera  has an auto HDR glitch  which i have to turn off everysingle time ! The selfie camera is just fantastic! My device doesn't lag not even a bit' and the features it has everything everysingle features for which OnePlus is known for but yea it misses the alert slider . The screen is well lit iand  the software UI it's an add-on to the beautiful screen .I get good ok network speed on this one . I had a hard time on my past device ...This device is really worth purchase,1 March 2022
73,5.0,A Fair Selection For your Light Use under 25k,"Over all..... Happy with The ProductI choose this as my secondary phone,I looked at the market for following things1) Fast Charging 📴2) 28 hour battery life🔋3) On screen finger print👍4) light Game play🧟5) fair Dimension 📳The camera is fine 🌄but not suggestible for night photography🌒I upgraded to this phone from Samsung Galaxy C9 pro🧑‍🦼Both of them are Amoled Display💐For me,What i have recieved more from OnePlus Norde CE2 than C9 pro are1) Upgraded Software🥇2) More Optimised Apps3) Fairely Fast Charging when compared to C9 Pro🥈3) On screen finger print and facial recognition4) Better Camera🥉5) 20 hour of battery on constant Light useIt's One of the best Secondary phone for a Working ProfessionalU will be Happy not Exited..",15 May 2022
